1161  630  785  18  32 
1175  684  723  22  32 
1182  725  667  26  32 
1168  756  614  30  32 
1123  791  557  34  32 
1072  807  513  38  32 
1002  792  464  42  32 
927  757  450  46  32 
993  427  789  2  34 
1061  453  813  6  34 
1132  492  808  10  34 
1191  544  780  14  34 
1239  590  732  18  34 
1241  645  694  22  34 
1227  698  644  26  34 
1213  715  596  30  34 
1170  748  543  34  34 
1115  763  501  38  34 
1050  746  461  42  34 
993  711  439  46  34 
1027  412  755  2  36 
1105  441  780  6  36 
1170  473  770  10  36 
1226  528  741  14  36 
1266  564  712  18  36 
1283  607  672  22  36 
1268  660  622  26  36 
1240  691  580  30  36 
1203  708  532  34  36 
1151  714  485  38  36 
1077  707  454  42  36 
995  664  421  46  36 
1051  399  714  2  38 
1127  420  734  6  38 
1195  452  720  10  38 
1250  494  708  14  38 
1291  547  676  18  38 
1315  573  640  22  38 
1315  601  598  26  38 
1271  655  559  30  38 
1227  671  516  34  38 
1174  671  471  38  38 
1104  668  443  42  38 
1014  619  406  46  38 
1069  387  672  2  40 
1139  407  681  6  40 
1211  438  690  10  40 
1271  481  673  14  40 
1314  522  642  18  40 
1335  548  613  22  40 
1335  567  582  26  40 
1311  595  536  30  40 
1265  609  488  34  40 
1191  635  459  38  40 
1121  625  430  42  40 
1033  592  402  46  40 
1071  376  637  2  42 
1151  398  650  6  42 
1222  430  657  10  42 
1283  457  640  14  42 
1327  492  620  18  42 
1347  525  595  22  42 
1347  550  553  26  42 
1319  567  522  30  42 
1272  581  480  34  42 
1211  587  444  38  42 
1135  581  416  42  42 
1029  552  386  46  42 
1065  367  611  2  44 
1144  388  629  6  44 
1218  404  633  10  44 
1285  439  616  14  44 
1334  474  594  18  44 
1356  503  566  22  44 
1353  519  534  26  44 
1322  545  498  30  44 
1272  553  464  34  44 
1209  558  431  38  44 
1138  549  403  42  44 
1039  529  381  46  44 
1045  360  594  2  46 
1132  379  605  6  46 
1214  404  608  10  46 
1279  429  594  14  46 
1327  454  572  18  46 
1349  479  548  22  46 
1346  503  515  26  46 
1316  512  480  30  46 
1268  520  451  34  46 
1199  528  416  38  46 
1118  520  392  42  46 
1032  498  374  46  46 
1024  334  541  2  48 
1111  358  562  6  48 
1195  382  578  10  48 
1267  549  566  14  48 
1319  438  549  18  48 
1332  456  524  22  48 
1330  477  502  26  48 
1297  491  468  30  48 
1241  501  431  34  48 
1179  499  407  38  48 
1100  498  382  42  48 
998  464  355  46  48 
975  319  512  2  50 
1081  347  541  6  50 
1163  366  552  10  50 
1241  396  539  14  50 
1273  415  514  18  50 
1304  446  502  22  50 
1303  461  485  26  50 
1270  471  450  30  50 
1207  472  419  34  50 
1142  480  391  38  50 
1065  461  368  42  50 
914  411  312  46  50 
